realtime,angle,analog,level,millis,
14:54:34.562,135,434,8.27,1203738, 
14:54:35.037,135,434,8.12,1204241, 
14:54:35.555,135,434,8.44,1204744, 
14:54:36.026,135,434,7.43,1205249, 
14:54:36.542,135,434,7.26,1205752, 
14:54:37.058,135,434,7.57,1206255, 
14:54:37.528,135,434,7.46,1206758, 
14:54:38.045,135,434,6.88,1207261, 
14:54:38.547,135,434,7.21,1207764, 
14:54:39.061,135,435,7.52,1208267, 
14:54:39.529,135,434,7.16,1208770, 
14:54:40.048,135,434,6.83,1209273, 
14:54:40.519,135,434,6.66,1209776, 
14:54:41.036,135,435,6.55,1210279, 
14:54:41.551,135,434,6.45,1210782, 
14:54:42.021,135,434,6.28,1211285, 
14:54:42.535,135,435,6.61,1211788, 
14:54:43.053,135,434,6.71,1212291, 
14:54:43.521,135,435,5.90,1212794, 
14:54:44.022,135,434,6.23,1213297, 
14:54:44.539,135,434,6.12,1213800, 
14:54:45.054,135,434,6.00,1214303, 
14:54:45.521,135,435,5.87,1214807, 
14:54:46.039,135,434,5.75,1215310, 
14:54:46.515,135,435,5.63,1215813, 
14:54:47.031,135,434,5.52,1216316, 
14:54:47.547,135,435,4.92,1216819, 
14:54:48.015,135,435,5.32,1217323, 
14:54:48.534,135,435,4.72,1217826, 
14:54:49.051,135,434,5.27,1218329, 
14:54:49.521,135,434,4.72,1218832, 
14:54:50.034,135,435,4.87,1219335, 
14:54:50.552,135,434,4.77,1219838, 
14:54:51.021,135,435,4.23,1220341, 
14:54:51.534,135,434,4.18,1220844, 
14:54:52.051,135,434,4.51,1221347, 
14:54:52.522,135,435,4.66,1221850, 
14:54:53.041,135,434,4.39,1222353, 
14:54:53.512,135,434,4.39,1222856, 
14:54:54.028,135,434,4.34,1223359, 
14:54:54.546,135,434,4.34,1223862, 
14:54:55.015,135,434,4.29,1224365, 
14:54:55.531,135,434,4.29,1224868, 
14:54:56.045,135,435,3.80,1225371, 
14:54:56.515,135,435,4.23,1225874, 
14:54:57.029,135,434,4.23,1226377, 
14:54:57.546,135,434,4.23,1226881, 
14:54:58.018,135,434,3.74,1227384, 
14:54:58.533,135,434,3.75,1227887, 
14:54:59.046,135,434,4.18,1228390, 
14:54:59.513,135,434,4.39,1228893, 
14:55:00.028,135,434,4.17,1229396, 
14:55:00.546,135,434,4.18,1229899, 
14:55:01.015,135,434,4.18,1230402, 
14:55:01.530,135,434,3.74,1230905, 
14:55:02.048,135,435,3.75,1231408, 
14:55:02.551,135,435,3.91,1231911, 
14:55:03.016,135,435,3.68,1232414, 
14:55:03.537,135,434,3.68,1232917, 
14:55:04.006,135,434,3.68,1233420, 
14:55:04.523,135,435,3.68,1233923, 
14:55:05.038,135,434,4.11,1234426, 
14:55:05.511,135,435,4.13,1234929, 
14:55:06.030,135,434,4.35,1235432, 
14:55:06.546,135,434,4.13,1235935, 
14:55:07.017,135,434,4.13,1236439, 
14:55:07.534,135,434,4.13,1236942, 
14:55:08.006,135,434,4.13,1237445, 
14:55:08.520,135,434,4.11,1237948, 
14:55:09.039,135,434,4.11,1238451, 
14:55:09.505,135,434,4.34,1238955, 
14:55:10.019,135,434,4.13,1239458, 
14:55:10.534,135,434,4.11,1239961, 
14:55:11.046,135,434,4.11,1240464, 
14:55:11.515,135,434,4.11,1240967, 
14:55:12.016,135,434,4.11,1241470, 
14:55:12.534,135,434,3.68,1241973, 
14:55:13.002,135,434,3.63,1242476, 
14:55:13.517,135,434,3.68,1242979, 
14:55:14.038,135,434,3.63,1243482, 
14:55:14.505,135,435,3.63,1243985, 
14:55:15.018,135,434,3.63,1244488, 
14:55:15.535,135,434,3.63,1244991, 
14:55:16.002,135,434,3.63,1245494, 
14:55:16.516,135,434,3.63,1245997, 
14:55:17.033,135,434,3.63,1246500, 
14:55:17.504,135,435,3.63,1247003, 
14:55:18.016,135,435,3.63,1247506, 
14:55:18.534,135,434,3.63,1248009, 
14:55:19.008,135,434,3.63,1248513, 
14:55:19.525,135,435,3.63,1249016, 
14:55:20.038,135,435,3.63,1249519, 
14:55:20.508,135,434,3.63,1250022, 
14:55:21.025,135,434,3.63,1250525, 
14:55:21.542,135,434,3.63,1251028, 
14:55:22.012,135,434,3.63,1251531, 
14:55:22.530,135,434,4.29,1252034, 
14:55:22.999,135,434,3.63,1252537, 
14:55:23.513,135,434,3.63,1253040, 
14:55:24.027,135,434,4.06,1253543, 
14:55:24.528,135,434,4.06,1254046, 
14:55:24.998,135,434,4.06,1254549, 
14:55:25.514,135,434,4.08,1255052, 
14:55:26.033,135,434,4.29,1255555, 
14:55:26.501,135,434,4.06,1256058, 
14:55:27.003,135,434,4.08,1256561, 
14:55:27.517,135,435,4.06,1257064, 
14:55:28.033,135,434,4.06,1257567, 
14:55:28.502,135,434,4.08,1258071, 
14:55:29.020,135,434,4.29,1258574, 
14:55:29.538,135,434,4.29,1259077, 
14:55:30.007,135,434,4.08,1259580, 
14:55:30.522,135,434,4.08,1260083, 
14:55:31.036,135,434,4.06,1260587, 
14:55:31.507,135,435,4.08,1261090, 
14:55:32.025,135,434,4.06,1261593, 
14:55:32.494,135,435,4.06,1262096, 
14:55:33.011,135,434,4.08,1262599, 
14:55:33.524,135,434,4.06,1263102, 
14:55:33.993,135,434,4.06,1263605, 
14:55:34.507,135,434,4.06,1264108, 
14:55:35.024,135,435,4.06,1264611, 
14:55:35.489,135,435,4.06,1265114, 
